school,ambient,total_ambients
VILA NOVA CACHOEIRINHA,SALA DE ED. INFANTIL PROPRIA ,6
VILA PRADO,SALA DE ED. INFANTIL PROPRIA ,6
VILA RICA,SALA DE ED. INFANTIL PROPRIA ,6
VILA SANTA TERESINHA,SALA DE ED. INFANTIL PROPRIA ,6
VITORIA,SALA DE ED. INFANTIL PROPRIA ,6
VIVA,SALA DE AULA PROPRIA         ,6
VOVO JOAO ARLINDO,SALA DE ED. INFANTIL PROPRIA ,6
VOVO JULIA,SALA DE ED. INFANTIL PROPRIA ,6
VOVO LOURDES,SALA DE ED. INFANTIL PROPRIA ,6
WILSON JOSE ABDALLA,BERCARIO,6
YANNI,SALA DE ED. INFANTIL PROPRIA ,6
YVONE MALUHY JOSEPF SABGA,SALA DE ED. INFANTIL PROPRIA ,6
ZEZINHO,SALA DE AULA PROPRIA         ,6
A E DE CARVALHO,SALA DE ED. INFANTIL PROPRIA ,5
ACAO SOCIAL LARGO 13 - ALMEIDA PRADO,SALA DE ED. INFANTIL PROPRIA ,5
ACOLHENDO COM AMOR,SALA DE AULA PROPRIA         ,5
ACONCHEGO,SALA DE ED. INFANTIL PROPRIA ,5
ADELAIDE LOPES RODRIGUES,SALA DE ED. INFANTIL PROPRIA ,5
ADEMARIO SANTANA,SALA DE ED. INFANTIL PROPRIA ,5
ADHEMAR FERREIRA DA SILVA,SALA DE ED. INFANTIL PROPRIA ,5
AGUA VIVA,SALA DE ED. INFANTIL PROPRIA ,5
ALBERTO DE OLIVEIRA,SALA DE ED. INFANTIL PROPRIA ,5
ALEGRIA,SALA DE ED. INFANTIL PROPRIA ,5
ALEGRIA DE APRENDER,BERCARIO,5
ALEGRIA DO SABER,SALA DE ED. INFANTIL PROPRIA ,5
ALEGRIA DO SABER II,SALA DE AULA PROPRIA         ,5
ALEGRIA E SABEDORIA II,BERCARIO,5
ALEM DO ARCO IRIS,SALA DE ED. INFANTIL PROPRIA ,5
ALEM DO HORIZONTE,SALA DE ED. INFANTIL PROPRIA ,5
ALFREDO DA ROCHA VIANA FILHO - PIXINGUINHA,SALA DE AULA PROPRIA         ,5
ALFREDO VOLPI,SALA DE ED. INFANTIL PROPRIA ,5
ALPS CACHOEIRINHA,BERCARIO,5
ALPS TIRADENTES,BERCARIO,5
ALVORADA,SALA DE ED. INFANTIL PROPRIA ,5
AMACIO MAZZAROPI,SALA DE ED. INFANTIL PROPRIA ,5
AMERICO DE SOUZA,SALA DE ED. INFANTIL PROPRIA ,5
AMOR DE TATI,SALA DE AULA PROPRIA         ,5
ANA ISABEL,SALA DE AULA PROPRIA         ,5
ANA PAULA ANDRADE,BERCARIO,5
ANEU GARANHANI,SALA DE ED. INFANTIL PROPRIA ,5
ANGELO KRETA,SALA DE AULA PROPRIA         ,5
ANGELO MARTINO,SALA DE ED. INFANTIL PROPRIA ,5
ANGENOR DE OLIVEIRA - CARTOLA,SALA DE ED. INFANTIL PROPRIA ,5
ANGLICANA RENATA EUGENIA RODRIGUES - UNID IV- MORUMBI,BERCARIO,5
ANIBAL DI FRANCIA,BERCARIO,5
ANJO RAFAELA,SALA DE ED. INFANTIL PROPRIA ,5
ANJOS DA TERRA,BERCARIO,5
ANNA CANDIDA BRASIL NAVARRO,SALA DE ED. INFANTIL PROPRIA ,5
ANNABEL FORMIGA,SALA DE ED. INFANTIL PROPRIA ,5
ANTONIO ALVES DE ARAUJO,BERCARIO,5
ANTONIO CALLADO,SALA DE ED. INFANTIL PROPRIA ,5
ANTONIO FIGUEIREDO AMARAL,SALA DE ED. INFANTIL PROPRIA ,5
ANTONIO JOAO DE MEDEIROS,SALA DE ED. INFANTIL PROPRIA ,5
ANTONIO JOAO DE MEDEIROS,BERCARIO,5
ANTONIO MUNHOZ BONILHA,SALA DE ED. INFANTIL PROPRIA ,5
APARECIDA CANDIDA DOS SANTOS DE JESUS - DONA CIDICA,SALA DE ED. INFANTIL PROPRIA ,5
AQUARELA BIASI,SALA DE RECREACAO             ,5
ARAUCARIAS,BERCARIO,5
ARAUCARIAS,SALA DE ED. INFANTIL PROPRIA ,5
ARRASTAO,SALA DE RECREACAO             ,5
ARTHUR ETZEL,SALA DE ED. INFANTIL PROPRIA ,5
AS PRINCESAS,BERCARIO,5
ASBEN II,SALA DE ED. INFANTIL PROPRIA ,5
ASBEN III,SALA DE ED. INFANTIL PROPRIA ,5
ATITUDE DE CRIANCA,BERCARIO,5
AVELINO DE CARVALHO,SALA DE ED. INFANTIL PROPRIA ,5
AVENTUREIROS MIRINS,SALA DE ED. INFANTIL PROPRIA ,5
AYRTON SENNA DA SILVA,BERCARIO,5
AZUL DA COR DO MAR,BERCARIO,5
BARBARA HELIODORA,SALA DE ED. INFANTIL PROPRIA ,5
BARONESA DE LIMEIRA,SALA DE ED. INFANTIL PROPRIA ,5
BATISTA CEPELOS,SALA DE ED. INFANTIL PROPRIA ,5
BEGONIA REAL,SALA DE AULA PROPRIA         ,5
BELA INFANCIA,SALA DE ED. INFANTIL PROPRIA ,5
BEM ME QUER,SALA DE ED. INFANTIL PROPRIA ,5
BENEDITO BUENO,SALA DE ED. INFANTIL PROPRIA ,5
BERNARDO SANTANA,SALA DE ED. INFANTIL PROPRIA ,5
BERTELIM JESUS MOREIRA,BERCARIO,5
BIJUJU,SALA DE ED. INFANTIL PROPRIA ,5
BOA ESPERANCA II,SALA DE ED. INFANTIL PROPRIA ,5
BOM RETIRO,SALA DE ED. INFANTIL PROPRIA ,5
BORBA GATO,SALA DE ED. INFANTIL PROPRIA ,5
BRENNO FERRAZ DO AMARAL,SALA DE ED. INFANTIL PROPRIA ,5
BRILHANTES,SALA DE ED. INFANTIL PROPRIA ,5
BRINCAR E SORRIR,SALA DE AULA PROPRIA         ,5
BRISA ANDRADE II,BERCARIO,5
CAMELIAS,SALA DE ED. INFANTIL PROPRIA ,5
CAMINHAR VII,BERCARIO,5
CAMINHAR VIII,SALA DE ED. INFANTIL PROPRIA ,5
CANTINHO COLORIDO I,SALA DE ED. INFANTIL PROPRIA ,5
CANTINHO DA IMAGINACAO II,BERCARIO,5
CANTINHO DA SERRA,SALA DE ED. INFANTIL PROPRIA ,5
CANTINHO ESTRELADO,SALA DE ED. INFANTIL PROPRIA ,5
CARDECI MARTINS,SALA DE ED. INFANTIL PROPRIA ,5
CARLOS DRUMMOND DE ANDRADE,SALA DE ED. INFANTIL PROPRIA ,5
CARLOS EDUARDO BARRETO,SALA DE ED. INFANTIL PROPRIA ,5
CARLOTA PEREIRA DE QUEIROZ,SALA DE ED. INFANTIL PROPRIA ,5
CARMEN DA SILVA,SALA DE ED. INFANTIL PROPRIA ,5
CARRAO I,SALA DE ED. INFANTIL PROPRIA ,5
CASA BATISTA DA AMIZADE,SALA DE AULA PROPRIA         ,5
CASA BRANCA,BERCARIO,5
CASA DE CRIAR E BRINCAR,BERCARIO,5
CASA DO CRISTO III,SALA DE ED. INFANTIL PROPRIA ,5
CASA DOS MENINOS I,SALA DE RECREACAO             ,5
CASINHA DA TIA LORE,SALA DE ED. INFANTIL PROPRIA ,5
CASPER LIBERO,SALA DE ED. INFANTIL PROPRIA ,5
CEAR PROXIMOS PASSOS JARDIM SATELITE,SALA DE ED. INFANTIL PROPRIA ,5
CEI NINHO ALEGRE,SALA DE ED. INFANTIL PROPRIA ,5
CELIA PERES SUNHIGA,SALA DE ED. INFANTIL PROPRIA ,5
CENTRO ASSISTENCIAL SANTANA,BERCARIO,5
CENTRO DE ASSISTENCIA SOCIAL DO JD PERI - UNID I,SALA DE AULA PROPRIA         ,5
CENTRO EDUCACIONAL DOM ORIONE,SALA DE RECREACAO             ,5
CENTRO INT ED JOVENS E ADULTOS - IGUATEMI I,SALA DE AULA PROPRIA         ,5
CHACARA DO JOCKEY,BERCARIO,5
CHACARA DONA OLIVIA,SALA DE ED. INFANTIL PROPRIA ,5
CIA DOS SONHOS III,SALA DE ED. INFANTIL PROPRIA ,5
CIDADE LIDER,BERCARIO,5
CIDADE NOVA DO PARQUE NOVO MUNDO,SALA DE ED. INFANTIL PROPRIA ,5
CIDADE PEDRO JOSE NUNES,SALA DE ED. INFANTIL PROPRIA ,5
CIDADE TIRADENTES,SALA DE ED. INFANTIL PROPRIA ,5
CIRANDA CIRANDINHA,BERCARIO,5
CITY JARAGUA IV,SALA DE ED. INFANTIL PROPRIA ,5
CLARA NUNES,SALA DE ED. INFANTIL PROPRIA ,5
CLARET,SALA DE ED. INFANTIL PROPRIA ,5
COHAB EDUCANDARIO,SALA DE ED. INFANTIL PROPRIA ,5
CONCEICAO ROSA,BERCARIO,5
CONJUNTO HABITACIONAL APOMI,SALA DE ED. INFANTIL PROPRIA ,5
CONJUNTO HABITACIONAL ITAQUERA IV,BERCARIO,5
CONJUNTO HABITACIONAL ITAQUERA IV,SALA DE ED. INFANTIL PROPRIA ,5
CONJUNTO HABITACIONAL PADRE MANOEL DE PAIVA,BERCARIO,5
CONSTRUINDO CONSCIENCIA,SALA DE ED. INFANTIL PROPRIA ,5
CONSTRUINDO O FUTURO,SALA DE AULA PROPRIA         ,5
CORACAO DE LEAO,SALA DE AULA PROPRIA         ,5
CORES E DIVERSAO,SALA DE ED. INFANTIL PROPRIA ,5
CRE SER III,BERCARIO,5
CRECHE TIA LOURDES,SALA DE AULA PROPRIA         ,5
CRESCENDO COM ATITUDE II,BERCARIO,5
CRESCENDO PARA BRILHAR,SALA DE ED. INFANTIL PROPRIA ,5
CRI-ACAO,SALA DE ED. INFANTIL PROPRIA ,5
CRIANDO HISTORIAS,SALA DE AULA PROPRIA         ,5
CRIANDO RAIZES,SALA DE ED. INFANTIL PROPRIA ,5
CRIANDO SONHOS,SALA DE AULA PROPRIA         ,5
CRISTO LIBERTADOR I,SALA DE ED. INFANTIL PROPRIA ,5
CRISTO LIBERTADOR II,SALA DE ED. INFANTIL PROPRIA ,5
CRUZ DE MALTA,SALA DE ED. INFANTIL PROPRIA ,5
CUIDANDO DO AMANHA,BERCARIO,5
CURUCA VELHA,SALA DE ED. INFANTIL PROPRIA ,5
CURUMIM,SALA DE ED. INFANTIL PROPRIA ,5
DELSON DOMINGUES,SALA DE ED. INFANTIL PROPRIA ,5
DIAMANTES,SALA DE ED. INFANTIL PROPRIA ,5
DILSON FUNARO,SALA DE ED. INFANTIL PROPRIA ,5
DINA KUTNER DE SOUZA - DINA SFAT,SALA DE ED. INFANTIL PROPRIA ,5
DINAH SILVEIRA DE QUEIROZ,SALA DE ED. INFANTIL PROPRIA ,5
DOCE ENCANTO,BERCARIO,5
DOCE MEL III,SALA DE AULA PROPRIA         ,5
DONIZETE,SALA DE ED. INFANTIL PROPRIA ,5
DOROTHY STANG,SALA DE ED. INFANTIL PROPRIA ,5
DULCE HAUCK,SALA DE ED. INFANTIL PROPRIA ,5
EDUCAR,SALA DE ED. INFANTIL PROPRIA ,5
ELIANA E SUA TURMINHA II,SALA DE ED. INFANTIL PROPRIA ,5
ELIZABETH SOUZA LOBO GARCIA,SALA DE ED. INFANTIL PROPRIA ,5
ELOHIM ADONAI III,SALA DE ED. INFANTIL PROPRIA ,5
ELZA SOARES,BERCARIO,5
EMILIA FERREIRO,SALA DE ED. INFANTIL PROPRIA ,5
EMILIO ANTONIO DE CARVALHO,SALA DE ED. INFANTIL PROPRIA ,5
EMIR MACEDO NOGUEIRA,SALA DE ED. INFANTIL PROPRIA ,5
EMMANUEL,BERCARIO,5
ENCANTO E HARMONIA,SALA DE ED. INFANTIL PROPRIA ,5
ERVA DO SERENO,SALA DE ED. INFANTIL PROPRIA ,5
ESPACO BABY,BERCARIO,5
ESPACO DA COMUNIDADE I,SALA DE ED. INFANTIL PROPRIA ,5
ESPACO DA COMUNIDADE II,SALA DE ED. INFANTIL PROPRIA ,5
ESPACO DA COMUNIDADE VI,SALA DE ED. INFANTIL PROPRIA ,5
ESPACO DA COMUNIDADE X,BERCARIO,5
ESPACO KAIROS JD. SANTA CRUZ,SALA DE ED. INFANTIL PROPRIA ,5
ESPACO KAIROS PERI,SALA DE ED. INFANTIL PROPRIA ,5
ESPACO KAIROS VII,SALA DE ED. INFANTIL PROPRIA ,5
ESPADINHA DE OURO,SALA DE ED. INFANTIL PROPRIA ,5
ESPERANCA DO SABER,SALA DE ED. INFANTIL PROPRIA ,5
ESPERANCA E VIDA II,BERCARIO,5
ESPERANCA PARA TODOS II ARACATI,BERCARIO,5
ESTRELA AZUL,SALA DE ED. INFANTIL PROPRIA ,5
ESTRELA CADENTE,BERCARIO,5
ESTRELA DO AMANHA,SALA DE ED. INFANTIL PROPRIA ,5
ESTRELA GUIA,SALA DE ED. INFANTIL PROPRIA ,5
EURIPEDES SIMOES DE PAULA,SALA DE ED. INFANTIL PROPRIA ,5
EVA LUIZA ROSA,SALA DE ED. INFANTIL PROPRIA ,5
FAZENDA PEDRO E MARIA V,SALA DE ED. INFANTIL PROPRIA ,5
FE E ALEGRIA,BERCARIO,5
FERNANDO PESSOA,SALA DE ED. INFANTIL PROPRIA ,5
FLAMBOYANT,SALA DE ED. INFANTIL PROPRIA ,5
FONTE DOS SONHOS,SALA DE ED. INFANTIL PROPRIA ,5
FRANCESCO PERSIANI,SALA DE ED. INFANTIL PROPRIA ,5
FRANCISCO RODRIGUES,SALA DE ED. INFANTIL PROPRIA ,5
FRANCISCO ROQUETTI,SALA DE ED. INFANTIL PROPRIA ,5
FRANK DUFF,SALA DE ED. INFANTIL PROPRIA ,5
FRIDA KAHLO,SALA DE AULA PROPRIA         ,5
GELOIRA DE CAMPOS,SALA DE ED. INFANTIL PROPRIA ,5
GIGI TOMAZELLI WIAZOWSKI,SALA DE ED. INFANTIL PROPRIA ,5
GLAUBER ROCHA,SALA DE ED. INFANTIL PROPRIA ,5
GLEBA SAO FRANCISCO,SALA DE ED. INFANTIL PROPRIA ,5
GOTINHAS DO SABER,SALA DE ED. INFANTIL PROPRIA ,5
GOVERNADOR MARIO COVAS,SALA DE ED. INFANTIL PROPRIA ,5
GRACILIANO RAMOS,SALA DE ED. INFANTIL PROPRIA ,5
GUARAPIRANGA I,SALA DE ED. INFANTIL PROPRIA ,5
GUILHERME HENRIQUE PINTO COELHO,SALA DE ED. INFANTIL PROPRIA ,5
GUSTAVO DE SOUZA DORIGHELLO,SALA DE ED. INFANTIL PROPRIA ,5
HANNAH,BERCARIO,5
HEITOR VILLA LOBOS,SALA DE ED. INFANTIL PROPRIA ,5
HELENA IRACY JUNQUEIRA,SALA DE ED. INFANTIL PROPRIA ,5
HELENA PEREIRA DE MORAES,SALA DE ED. INFANTIL PROPRIA ,5
HORIZONTE AZUL,BERCARIO,5
IASHUA,SALA DE ED. INFANTIL PROPRIA ,5
INFANCIA FELIZ II,BERCARIO,5
INOVACAO,SALA DE ED. INFANTIL PROPRIA ,5
INSTITUICAO BENEFICENTE NOSSO LAR,SALA DE AULA PROPRIA         ,5
IRENE GOMES DOS SANTOS,SALA DE ED. INFANTIL PROPRIA ,5
IRENE IRAPIRANGA,BERCARIO,5
IRENE RAMALHO,BERCARIO,5
ISSA KURBHI,SALA DE ED. INFANTIL PROPRIA ,5
ITALO BRASIL PORTIERI,SALA DE ED. INFANTIL PROPRIA ,5
ITAQUERA I,SALA DE ED. INFANTIL PROPRIA ,5
JACOMO TATTO - JARDIM DAS CEREJEIRAS,BERCARIO,5
JANETE CLAIR,SALA DE ED. INFANTIL PROPRIA ,5
JARDIM ADUTORA,SALA DE ED. INFANTIL PROPRIA ,5
JARDIM ANGELA,SALA DE ED. INFANTIL PROPRIA ,5
JARDIM ARPOADOR,SALA DE AULA PROPRIA         ,5
JARDIM CAMPOS,SALA DE ED. INFANTIL PROPRIA ,5
JARDIM CASTELO,SALA DE ED. INFANTIL PROPRIA ,5
JARDIM CENTENARIO,BERCARIO,5
JARDIM DAMASCENO II,SALA DE ED. INFANTIL PROPRIA ,5
JARDIM DAS ARAUCARIAS,BERCARIO,5
JARDIM DAS ARAUCARIAS,SALA DE ED. INFANTIL PROPRIA ,5
JARDIM DAS HORTENSIAS,SALA DE ED. INFANTIL PROPRIA ,5
JARDIM DAS OLIVEIRAS,BERCARIO,5
JARDIM DAS PEDRAS,SALA DE ED. INFANTIL PROPRIA ,5
JARDIM DAS VERTENTES,SALA DE ED. INFANTIL PROPRIA ,5
JARDIM DOS FRANCOS,SALA DE ED. INFANTIL PROPRIA ,5
JARDIM EVA,SALA DE ED. INFANTIL PROPRIA ,5
JARDIM FELICIDADE,SALA DE ED. INFANTIL PROPRIA ,5
JARDIM GUARANI,BERCARIO,5
JARDIM HERCILIA,SALA DE ED. INFANTIL PROPRIA ,5
JARDIM IPANEMA,BERCARIO,5
JARDIM IPANEMA,SALA DE ED. INFANTIL PROPRIA ,5
JARDIM IPANEMA I,BERCARIO,5
JARDIM JULIETA,SALA DE ED. INFANTIL PROPRIA ,5
JARDIM LALLO,BERCARIO,5
JARDIM LAPENA,SALA DE ED. INFANTIL PROPRIA ,5
JARDIM LIDERANCA,SALA DE AULA PROPRIA         ,5
JARDIM MAGICO,SALA DE ED. INFANTIL PROPRIA ,5
JARDIM MAIA,SALA DE ED. INFANTIL PROPRIA ,5
JARDIM MARACANA,SALA DE ED. INFANTIL PROPRIA ,5
JARDIM MATARAZZO,BERCARIO,5
JARDIM MILIUNAS,SALA DE ED. INFANTIL PROPRIA ,5
JARDIM MUTINGA,SALA DE ED. INFANTIL PROPRIA ,5
JARDIM NAZARE,SALA DE ED. INFANTIL PROPRIA ,5
JARDIM NORONHA,BERCARIO,5
JARDIM NOVO PARELHEIROS,SALA DE ED. INFANTIL PROPRIA ,5
JARDIM PRIMAVERA,SALA DE ED. INFANTIL PROPRIA ,5
JARDIM REIMBERG,SALA DE ED. INFANTIL PROPRIA ,5
JARDIM REIMBERG,BERCARIO,5
JARDIM RODOLFO PIRANI,SALA DE ED. INFANTIL PROPRIA ,5
JARDIM SANTO EDUARDO,SALA DE ED. INFANTIL PROPRIA ,5
JARDIM SAO MARTINHO,SALA DE ED. INFANTIL PROPRIA ,5
JARDIM SAO NICOLAU,SALA DE ED. INFANTIL PROPRIA ,5
JARDIM SAO VICENTE,SALA DE ED. INFANTIL PROPRIA ,5
JARDIM SOARES II,SALA DE ED. INFANTIL PROPRIA ,5
JARDIM TEREZA,SALA DE AULA PROPRIA         ,5
JARDIM VILA CARRAO,BERCARIO,5
JARDIM VILA CARRAO,SALA DE ED. INFANTIL PROPRIA ,5
JARDIM WILMA FLOR,SALA DE ED. INFANTIL PROPRIA ,5
JEOVA RAFA,SALA DE ED. INFANTIL PROPRIA ,5
JEOVA RAFA II,SALA DE ED. INFANTIL PROPRIA ,5
JOANA ALVES,SALA DE ED. INFANTIL PROPRIA ,5
JOANA ALVES,BERCARIO,5
JOAO DE BARRO,SALA DE ED. INFANTIL PROPRIA ,5
JOAO E MARIA,BERCARIO,5
JOAO THEODORO,SALA DE ED. INFANTIL PROPRIA ,5
JOAO UBALDO RIBEIRO,SALA DE ED. INFANTIL PROPRIA ,5
JOAQUIM ALENCAR SEIXAS,SALA DE ED. INFANTIL PROPRIA ,5
JOAQUIM ANTONIO DA ROCHA,SALA DE ED. INFANTIL PROPRIA ,5
JOCELYNE GUIMARAES FERNANDES DE MELLO,SALA DE ED. INFANTIL PROPRIA ,5
JOCELYNE LOUISE CHAMUSEAU,SALA DE ED. INFANTIL PROPRIA ,5
JOIAS RARAS,SALA DE ED. INFANTIL PROPRIA ,5
JORGE APOVIAN,BERCARIO,5
JOSE BONIFACIO,BERCARIO,5
JOSE DIAS PEQUENO PRINCIPE,BERCARIO,5
JOSE MAURO DE VASCONCELOS,SALA DE ED. INFANTIL PROPRIA ,5
JOSE NELSON DE OLIVEIRA E FREITAS,SALA DE ED. INFANTIL PROPRIA ,5
JOSEPHINA SANTOS MAIA,BERCARIO,5
JOVA RURAL,SALA DE ED. INFANTIL PROPRIA ,5
JULIO CESAR DE AGUIAR,SALA DE ED. INFANTIL PROPRIA ,5
KATATAU,SALA DE ED. INFANTIL PROPRIA ,5
LAR BATISTA DE CRIANCAS,SALA DE ED. INFANTIL PROPRIA ,5
LAR DE MARIA,SALA DE ED. INFANTIL PROPRIA ,5
LAR DO ALVORECER CRISTAO,BERCARIO,5
LAR INFANTIL - ASA,SALA DE ED. INFANTIL PROPRIA ,5
LAUDO FERREIRA DE CAMARGO,SALA DE ED. INFANTIL PROPRIA ,5
LAURA VICUNA,BERCARIO,5
LEAOZINHO,SALA DE ED. INFANTIL PROPRIA ,5
LINDA INFANCIA,SALA DE AULA PROPRIA         ,5
LIRIO DA PAZ,SALA DE ED. INFANTIL PROPRIA ,5
LORENA RODRIGUES,SALA DE ED. INFANTIL PROPRIA ,5
LOURDINHA PINHEIRO,SALA DE ED. INFANTIL PROPRIA ,5
LUCIA HELENA PRADO BARRETO,BERCARIO,5
LUIS GAMA,SALA DE ED. INFANTIL PROPRIA ,5
LUIS TRAVASSOS,SALA DE ED. INFANTIL PROPRIA ,5
LUIZA HELENA DE BARROS,SALA DE ED. INFANTIL PROPRIA ,5
LUZ DA SABEDORIA,SALA DE ED. INFANTIL PROPRIA ,5
LUZIA MATOS DA SILVA,BERCARIO,5
LYDIA DOS SANTOS CARRANO,SALA DE ED. INFANTIL PROPRIA ,5
MAIS LEVE QUE O AR,BERCARIO,5
MALVINA FENUCHI,BERCARIO,5
MANGA ROSA,SALA DE ED. INFANTIL PROPRIA ,5
MANUEL BANDEIRA,SALA DE ED. INFANTIL PROPRIA ,5
MARANATA,BERCARIO,5
MAREZINHA,SALA DE ED. INFANTIL PROPRIA ,5
MARIA APARECIDA DOS SANTOS,SALA DE ED. INFANTIL PROPRIA ,5
MARIA APARECIDA JERONIMO,BERCARIO,5
MARIA APARECIDA SICA MAE DOCA - UN I,SALA DE ED. INFANTIL PROPRIA ,5
MARIA APARECIDA SIQUEIRA CAMPOS,SALA DE ED. INFANTIL PROPRIA ,5
MARIA AUGUSTA,BERCARIO,5
MARIA DE BELEM,SALA DE AULA PROPRIA         ,5
MARIA DE LOURDES COSTA,SALA DE ED. INFANTIL PROPRIA ,5
MARIA DE NAZARE,BERCARIO,5
MARIA DO CARMO,SALA DE AULA PROPRIA         ,5
MARIA E JOSE,SALA DE ED. INFANTIL PROPRIA ,5
MARIA JOSE DA SILVA SANTOS,BERCARIO,5
MARIA PENHA NASCIMENTO,BERCARIO,5
MARIA THEREZA DE MELLO MORORO,SALA DE ED. INFANTIL PROPRIA ,5
MARINA MILLIET KIEHL,BERCARIO,5
MARINA VILLARES DA SILVA NOVAES,SALA DE ED. INFANTIL PROPRIA ,5
MARIO CELESTINO TEIXEIRA,BERCARIO,5
MARIO DE ANDRADE,SALA DE ED. INFANTIL PROPRIA ,5
MARIO QUINTANA,SALA DE ED. INFANTIL PROPRIA ,5
MARQUES DOS FRANCOS,SALA DE ED. INFANTIL PROPRIA ,5
MARSILAC,SALA DE RECREACAO             ,5
MARY BUARQUE,SALA DE ED. INFANTIL PROPRIA ,5
MAYARA,SALA DE AULA PROPRIA         ,5
MENINO DE LATA,BERCARIO,5
MENSAGEM DE PAZ,SALA DE ED. INFANTIL PROPRIA ,5
MENSAGEM DE PAZ - KAROL WOJTYLA,BERCARIO,5
MEU ABACATEIRO,SALA DE ED. INFANTIL PROPRIA ,5
MEU CANTINHO,BERCARIO,5
MIGUEL AFONSO DE OLIVEIRA,BERCARIO,5
MIGUEL ARCANJO,BERCARIO,5
MIRANDINHA,BERCARIO,5
MIROEL SILVEIRA,SALA DE ED. INFANTIL PROPRIA ,5
MITIKO MATSUSHITA NEVOEIRO,BERCARIO,5
MMDC,SALA DE ED. INFANTIL PROPRIA ,5
MONTE CARMELO,SALA DE ED. INFANTIL PROPRIA ,5
MONTE SERRAT,BERCARIO,5
MONTEIRO LOBATO,BERCARIO,5
MORADA DO SOL,SALA DE ED. INFANTIL PROPRIA ,5
MUNDO AZUL,BERCARIO,5
MUNDO DA ALEGRIA IV,SALA DE ED. INFANTIL PROPRIA ,5
MUNDO DOS SONHOS II,SALA DE ED. INFANTIL PROPRIA ,5
MUNDO ENCANTADO II,SALA DE ED. INFANTIL PROPRIA ,5
NAKINE,BERCARIO,5
NANY APPLE,SALA DE ED. INFANTIL PROPRIA ,5
NANY APPLE KIDS,BERCARIO,5
NICOLAI NICOLAEVICH KOCHERGIN,SALA DE ED. INFANTIL PROPRIA ,5
NINHO DA AMIZADE,BERCARIO,5
NINI DUARTE,SALA DE ED. INFANTIL PROPRIA ,5
NOITE ENCANTADA II,BERCARIO,5
NORA AULER DE ARRUDA BOTELHO,SALA DE ED. INFANTIL PROPRIA ,5
NOSSA SENHORA DO DIVINO PRANTO,SALA DE ED. INFANTIL PROPRIA ,5
NOSSA SENHORA DO ROSARIO,SALA DE ED. INFANTIL PROPRIA ,5
NOSSA SENHORA RAINHA DA PAZ,SALA DE ED. INFANTIL PROPRIA ,5
NOSSA TURMA,SALA DE AULA PROPRIA         ,5
NOSSAS CRIANCAS - III,SALA DE ED. INFANTIL PROPRIA ,5
NOSSO LAR I,BERCARIO,5
NOSSO LAR I,SALA DE ED. INFANTIL PROPRIA ,5
NOVA ALIANCA II,SALA DE ED. INFANTIL PROPRIA ,5
NOVA AMERICA,BERCARIO,5
NOVA AURORA,BERCARIO,5
NOVA ISRAEL,SALA DE ED. INFANTIL PROPRIA ,5
NOVO AMANHECER,BERCARIO,5
NOVO SER,BERCARIO,5
NOVO SER,SALA DE ED. INFANTIL PROPRIA ,5
NUCLEO JD DOS ALAMOS,SALA DE ED. INFANTIL PROPRIA ,5
NUCLEO PARQUE RESIDENCIAL COCAIA,SALA DE ED. INFANTIL PROPRIA ,5
OBR SOC NS SRA AQUIROPITA - CENT SOC DOM ORIONE,SALA DE AULA PROPRIA         ,5
OIKOS II,SALA DE ED. INFANTIL PROPRIA ,5
OLHAR PARA O FUTURO,SALA DE ED. INFANTIL PROPRIA ,5
ONDACAIMA JUNIOR,SALA DE ED. INFANTIL PROPRIA ,5
OTAVIO JOSE DA SILVA JUNIOR,SALA DE ED. INFANTIL PROPRIA ,5
PALAVRA CANTADA,SALA DE AULA PROPRIA         ,5
PARAISOPOLIS,BERCARIO,5
PARI,BERCARIO,5
PARQUE AMAZONAS,SALA DE ED. INFANTIL PROPRIA ,5
PARQUE BOTURUSSU,SALA DE ED. INFANTIL PROPRIA ,5
PARQUE MANDI,SALA DE AULA PROPRIA         ,5
PARQUE PERUCHE,SALA DE ED. INFANTIL PROPRIA ,5
PARQUE SANTA MADALENA II,SALA DE ED. INFANTIL PROPRIA ,5
PARQUE SANTA RITA,SALA DE ED. INFANTIL PROPRIA ,5
PATRICIA GALVAO,SALA DE ED. INFANTIL PROPRIA ,5
PAULINOEVA,SALA DE ED. INFANTIL PROPRIA ,5
PAULO FRANCISCO SECKLER PUCCA,SALA DE ED. INFANTIL PROPRIA ,5
PEDRO SOBRINHO,BERCARIO,5
PENHA,SALA DE ED. INFANTIL PROPRIA ,5
PENTAGRAMA IV,SALA DE ED. INFANTIL PROPRIA ,5
PENTAGRAMA VI,SALA DE ED. INFANTIL PROPRIA ,5
PEQUENA GIOVANNA,BERCARIO,5
PEQUENO ANJO,SALA DE AULA PROPRIA         ,5
PEQUENO POLEGAR,SALA DE AULA PROPRIA         ,5
PEQUENO PRINCIPE,SALA DE ED. INFANTIL PROPRIA ,5
PEQUENO PRINCIPE,BERCARIO,5
PEQUENOS DO BUTANTA IV,BERCARIO,5
PEQUENOS GENIOS - FLORES,BERCARIO,5
PEQUENOS PENSADORES,SALA DE ED. INFANTIL PROPRIA ,5
PERSEVERANCA III,SALA DE RECREACAO             ,5
PERUS I,SALA DE ED. INFANTIL PROPRIA ,5
PINGO DE ORVALHO,BERCARIO,5
PIPAS IV,BERCARIO,5
PIRATININGA,SALA DE RECREACAO             ,5
