escola,average_age
CARMEN DIVA MARTINS,5
VO ZEFINHA,5
AQUARELA,5
OTAVIO RODRIGUES,5
DAMARIS CASTILHO II,5
CORDEIRINHOS DE CRISTO II,5
FAZENDA DO CARMO,5
CATARINA KENTENICH CENTRO EDUCACIONAL CRECHE,5
JARDIM SANTO ANDRE,5
ESTRELA DALVA,5
EDUCADOR PAULO FREIRE,5
PARQUE SANTA MARGARIDA,5
MARIO MARTINS,5
PEDRO E MARIA II,5
LORENA RODRIGUES,5
JARDIM VILA CARRAO,5
PARQUE NOVO MUNDO,5
PAULO E ADMAR,5
CASA DA PEQUENA IVETE,5
JOSEFA JULIA,5
ANTONIA MUOTRI LAMBERGA,5
ESPACO DA COMUNIDADE VIII,5
NOSSO LAR II,5
DOMINGOS DELGADO,5
ESTRELA DA MANHA,5
SANTA MARCELINA CENTRO INFANTIL CRECHE,5
CAMINHAR VIII,5
PE COM PE,5
SANT ANA,5
ESPERANCA DO SABER,5
PROJETO DE VIDA,5
TAPIRAI,5
RECANTO DOS PEQUENINOS,5
ANJO CAMAEL,5
CANTINHO COLORIDO I,5
CRI ACAO III - ACQUARELA,5
VICTORIA,5
PEROLA BYINGTON,5
PAULINO BRANCO MARTINS,5
PRISCILLA TELLES SIQUEIRA BALOTTA DE OLIVEIRA V,5
RECANTO FELIZ,5
PE DE MOLEQUE,5
JARDIM MONTE AZUL,5
CANTINHO DA CRIANCA,5
CAMINHAR COM AMOR III,5
MAIS LEVE QUE O AR,5
SER FELIZ II,5
ESPERANCA PARA TODOS I,5
LIMA BARRETO,5
ALICE DE SOUZA LIMA,5
THEREZINHA PIMENTEL PUCCA,5
APRENDENDO A VIVER,5
HORTO FLORESTAL,5
JOAO FERNANDES II,5
ASBEN SEKOIA,5
BOA ESPERANCA III,5
DOCE ENCANTO,5
SAN BENEDETTO,5
SONHO NOSSO,5
JOSE MARIA,5
CRIANDO RAIZES,5
MARIO DA COSTA BARBOSA,5
ELOHIM,5
JARDIM SAO PAULO I,5
FAZENDA PEDRO E MARIA V,5
IGEVE CONCHILIA,5
CANTINHO DE LUZ,5
AUGUSTO DE OLIVEIRA,5
ESPACO DA COMUNIDADE XII,5
CIA DOS SONHOS III,5
KALIXTO MENDES III,5
PARQUE AMERICA,5
NOSSAS CRIANCAS - III,5
ALICE ALVES II,5
EFIGENIA ANGELO GUILHERME,5
DIRCE MIGLIACCIO,5
PEQUENINO SONHADOR,5
CANTINHO DA IMAGINACAO III,5
SEMEANDO O BEM II,5
PRISCILLA TELLES SIQUEIRA BALOTTA DE OLIVEIRA UNIDADE XI,5
KANDINSKY - DIOGO NOMURA,5
MARIA ANTONIA DE SOUZA,5
MONT SINAI,5
CANTINHO DA SERRA II,5
FLOR DE LOTUS,5
ANGELA MARIA FERNANDES,5
ALEGRIA DE SERVIR,5
GOVERNADOR MARIO COVAS,5
ROBERTO ARANTES LANHOSO,5
SONHO LINDO,5
ERINICE SIQUEIRA TRUBER,5
JULIA NORBERTO,5
CANTINHO DA LAURINHA,5
VILA GUSTAVO,5
ESPACO CRIANCA,5
PAULO FONTAO FERRAZ,5
SAVIC,5
SANTO ANTONIO - JARDIM DOM JOSE,5
CRESCENDO COM ATITUDE,5
CHACARA DO JOCKEY,5
ARTE DE APRENDER,5
PEQUENOS CRISTAIS,5
CLUBE DAS LETRINHAS,5
CANTINHO DOS ANJOS,5
BERTELIM JESUS MOREIRA,5
HENRIQUE FERNANDES,5
PAOLA,5
REGGIO EMILIA,5
ONDACAIMA,5
ESPACO BABY,5
CARLOS EDUARDO TUCO,5
MARIA THEREZA DE MELLO MORORO,5
NOSSA TURMA,5
RUGRATS - OS ANJINHOS III,5
ESTRELA DOURADA,5
VILA NOVA ESPERANCA,5
LAURA PRADO,5
CORES E DIVERSAO,5
ANDAGUACU,5
MONUMENTO,5
ESPACO DA COMUNIDADE IV,5
CECILIA MARIA II,5
VILA SAO FRANCISCO,5
SEMENTINHA DO AMOR,5
ESPERANCA E VIDA,5
MEU CANTINHO,5
MAE OPERARIA,5
PALAVRA CANTADA,5
VOVO MIRA,5
PEQUENOS DO BUTANTA IV,5
ARCO IRIS ENCANTADO,5
NOSSA SENHORA MAE DA IGREJA,5
PIMPOLHO,5
MUNDO DA ALEGRIA,5
SANTO ANTONIO,5
LAR DA BENCAO DIVINA,5
ESPACO DA COMUNIDADE VII,5
BRINCAR E SORRIR,5
PENTAGRAMA V,5
PARQUE PERUCHE,5
JORGE JONES,5
ANNABEL,5
MARITEL II,5
ESPACO DA COMUNIDADE X,5
TIA HILDA DA SILVA,5
LIRIO DA PAZ,5
ABELHINHA DOURADA I,5
FILHOS DO SOL,5
NOSSA SENHORA RAINHA DA PAZ,5
UNIAO,5
VOVO GIM,5
CAMPO LIMPO IV,5
SER FELIZ IV,5
ESTRELINHAS DO FUTURO II,5
CAMPO BELO,5
PEQUENOS GENIOS III,5
ELOYSE II,5
FLORESTA ENCANTADA,5
PIXINGUINHA,5
JOAO PE DE FEIJAO,5
RITA VITORIANA,5
JARDIM DAMASCENO,5
PEQUENA LUZ,5
HORIZONTE AZUL,5
MARIA TEREZA DE MACEDO COSTA,5
FAZENDINHA,5
MINERVINO RODRIGUES FERREIRA,5
CASA DOS INOCENTES,5
AGUIA DE HAIA,5
TUTULANDIA,5
PIPAS II,5
ANA MAE BARBOSA,5
DIVINEIA,5
DOCE INFANCIA II,5
CRIACAO DE VALOR,5
VO ESTER II,5
VILA CURUCA II,5
ASSMA CURIATI,5
ABAYOMI II,5
REI DAVI,5
CRE SER III,5
NUCLEO JD DOS ALAMOS,5
JARDIM CAPELA,5
JARDIM ICARAI,5
PINHEIROS,5
ESPACO VIDA CRIATIVA II,5
LEON ALEXANDR,5
PAZ E ESPERANCA,5
VINTE E SEIS DE JULHO,5
FILHOS DA FE,5
JOCELYNE LOUISE CHAMUSEAU,5
JARDIM AURORA,5
JARDIM NOVO PARELHEIROS,5
WENCESLAU GUIMARAES,5
CARDECI MARTINS,5
INFANCIA FELIZ III,5
PIRITUBA,5
CHACARA INGLESA,5
EDNA LOUREIRO,5
MARIA IZABEL,5
MISERICORDIA I,5
KATATAU,5
JARDIM SOMARA,5
PEQUENOS DA AMERICA,5
FLOR DO AMANHA,5
MARGARIDA BRITO FARIAS SILVA II,5
ESPACO DA COMUNIDADE IX,5
CANTINHO DO BRYAN,5
RELUZ,5
PRIMEIRO PASSO,5
EDITE FERNANDES,5
PRINCIPE DA PAZ,5
RECANTO DOS NAVEGANTES,5
LUKINHA,5
COLHEITA DE ESPERANCA,5
JARDIM FONTALIS I,5
MONTANHA DO SABER I,5
JARDIM MARIA ALICE,5
ARAUCARIAS,5
JARDIM ROSELY,5
CURUCA VELHA,5
BOA ESPERANCA I,5
PARQUE NOVA SANTO AMARO,5
ELOHIM ADONAI IV,5
MARIA DA GLORIA BAUMGART,5
SAO JOSE OPERARIO I,5
DIVINA PROVIDENCIA,5
MENSAGEM DE PAZ - KAROL WOJTYLA,5
CAMINHO DO FUTURO,5
NOSSA SENHORA DO CAMINHO I,5
GUSTAVO DE SOUZA DORIGHELLO,5
GENTE INOCENTE,5
SANTA MARIA GORETE,5
MAREZINHA,5
NOVO HORIZONTE,5
CASA BLANCA I,5
ALPS CACHOEIRINHA,5
JOAQUIM ALENCAR SEIXAS,5
ANA ELISABETH,5
GOTA DE ESPERANCA IV,5
AGUA VIVA,5
CRIA,5
PENTAGRAMA III,5
OLHAR INOCENTE,5
CISNE ENCANTADO CEI,5
LAUZANE PAULISTA,5
VILA BRASILANDIA,5
ESPACO KAIROS LIVIERO,5
LINA E O BALAO,5
BIJUJU,5
ESPACO KAIROS VI,5
SANTANA,5
SAMARITANINHOS III,5
BENEDITO BUENO,5
JARDIM JAPAO,5
AMAS AGUA FRIA,5
PARI,5
JOAQUIM SOUZA,5
ZEZINHO,5
EDUCANDO,5
CAMINHO DA FELICIDADE,5
PEQUENINOS BRILHANTES,5
TEOTONIO VILELA II,5
VOVO MARIAZINHA ROCHA,5
FILHOS DE BETEL ACAM,5
PEDRO APOSTOLO,5
CRISTO LIBERTADOR II,5
AVENTUREIROS MIRINS,5
MUNDO ENCANTADO DA CRIANCA,5
VILA FELIZ,5
JARDIM CENTENARIO,5
A NOSSA CASA DA CRIANCA,5
SONHO ENCANTADO,5
LAR NOSSA SENHORA DA CONSOLACAO,5
EMILIA INES,5
TATUAPE,5
MENINOS DE OURO,5
PEQUENO PRINCIPE,5
MAE ZAZA - NUCLEO II,5
QUERUBINS DA VITORIA,5
LAR BIBI MONTEIRO,5
ACONCHEGO II,5
RUACH,5
BABY MARAVILHA II,5
DANDINHA,5
VOVO PAULINA,5
QUINTAL DO BRINCAR,5
PEDREIRA,5
FILHOS DE BETEL II,5
BOA ESPERANCA II,5
CORACAO DO SOL,5
VOVO LIDIA I,5
JARDIM SAO MARTINHO,5
JARDIM DO SABER,5
FERNAO DIAS,5
RECANTO DA ALEGRIA III,5
GLEBA SAO FRANCISCO,5
SAO VICENTE PALLOTTI,5
CENT RECUP EDUC NUTRICIONAL II - CREN,5
HELENA CABRAL DE VASCONCELLOS FERRAZ,5
OLIVEIRA,5
DOM EMILIO PIGNOLI,5
SAGRADA FAMILIA - ADBM,5
ANNA CANDIDA BRASIL NAVARRO,5
SANTO DIAS,5
RAIO DE SOL II - MESTRE PAULO FREIRE,5
CORACAO DE LEAO II,5
LUZ DO SABER,5
TURMA DA TOUCA VI,5
LUZ DO TERCEIRO MILENIO I,5
JARDIM GUANABARA,5
PEQUENOS GENIOS-ESTRELA,5
CAMINHAR VII,5
SOLAR DOS UNIDOS II,5
BRAZ E MARIA,5
VILA MISSIONARIA,5
DAMARIS CASTILHO,5
ANJO RAFAELA II,5
ELIEL ROSA,5
SAMARITANINHOS II,5
ESPACO KAIROS IX,5
CELESTINA STEWARD,5
PARQUE GRAJAU,5
EURIDICE FERREIRA DE MELO,5
NOITE ENCANTADA VII,5
SAGRADO CORACAO DE JESUS,5
JARDIM ROSA MARIA,5
PEQUENINOS DO AMANHECER,5
ARVORE DO APRENDIZADO II,5
SEMENTINHA DO AMANHA,5
DONA DIVA I,5
MONTE SERRAT,5
CIDADE DE GENEBRA,5
SAO VITO,5
TIQUATIRA II,5
FRIDA KAHLO,5
PASSO A PASSO II,5
JARDIM DOS FRANCOS,5
PIRILAMPO,5
QUERUBINS DA VITORIA II,5
ELISIO TEIXEIRA LEITE,5
BEM TE VI,5
SAO PEDRINHO,5
COHAB ADVENTISTA,5
JARDIM TRES CORACOES,5
JOAO FERNANDES IV,5
MARIA ANTONIETA DE CASTRO,5
JERICO,5
MENSAGEM DE PAZ TERESA LISIEUX,5
ANTONIO ASSUNCAO FERREIRA,5
CANTINHO DA SERRA III,5
SANTA CATARINA,5
ERA UMA VEZ,5
LAR INFANTIL - ASA,5
ANUNCIACAO FERREIRA II,5
SAGRADA FAMILIA,5
VOVO LOURIVAL,5
LUGAR DE ALEGRIA,5
MARIA ESTEFANO MALUF,5
PAULO FRANCISCO SECKLER PUCCA,5
BARRO BRANCO III,5
RUGRATS OS ANJINHOS II,5
CASA PADRE RAFAEL,5
TALENTOS DO FUTURO,5
BOM E SER CRIANCA,5
VO ESTER,5
OLGA LOPES MALAGRINE,5
MARIA RITA,5
VIVER E APRENDER,5
LUZ DO MUNDO,5
JARDIM NAZARE,5
EDUCAR BRINCANDO,5
VILA ALPINA,5
BIANCA BABY,5
BEM MAIOR,5
TIA DORA,5
AVIVAH,5
IGUALDADE,5
TAPAJOS,5
SITIO CARAGUATA,5
ESPERANCA PARA TODOS II ARACATI,5
LIMA BARRETO II,5
FUTURO BRILHANTE IV,5
ELFRIDA ZUKOWSKI JARDIM,5
NOSSA SENHORA MAGLAC II,5
ANJO FELIZ,5
GOTA DE ESPERANCA VII,5
BRINCAR,5
CRISTO LIBERTADOR I,5
DONIZETE II,5
TODAS AS CORES,5
ACONCHEGO,5
MARINA MILLIET KIEHL,5
ANA ISABEL,5
RAFA GIRE IV,5
EVA LUIZA ROSA II,5
MARIA AUGUSTA,5
AQUARELA DO SABER,5
JARDIM NAKAMURA,5
CARAMINHOLAS,5
LAR DO AMOR CRISTAO,5
BERNARDO MENDES,5
BRILHO NO OLHAR,5
CANAA,5
GIRASSOL,5
CARROSSEL ENCANTADO,5
MARANATA II,5
ASBEN II,5
VILA CONSTANCA,5
LAR DA VITORIA,5
PERSEVERANCA VIII,5
KURT LENHARD,5
DESCOBRINDO O AMANHA,5
CENTRO SOCIAL MARISTA IRMAO JUSTINO - CESOMAR,5
DERCILA BASTOS,5
MEU LARZINHO,5
SANTA TEREZA,5
ESTRELINHA FELIZ,5
NOSSA SENHORA DA PAZ,5
SEGUNDA ESTACAO,5
JARDIM REPUBLICA,5
JULIO CESAR DE AGUIAR,5
LAR ESTRELA GUIA,4
VIDA ENCANTADA,4
JARDIM CABUCU,4
ESTRELINHAS DO BUTANTA II,4
RAFA GIRE II,4
RAIO DE SOL V,4
ANGLICANA ANA PAULA QUINTAO,4
CIA DOS SONHOS IV,4
AGAPE I,4
ENCANTO E HARMONIA,4
CULTIVANDO SABERES,4
REFERENCIAL II,4
JACUI II,4
SEMENTINHAS DE ESPERANCA,4
INFANCIA FELIZ II,4
JARDIM NOVE DE JULHO,4
LYDIA DOS SANTOS CARRANO,4
ESPACO DA CRIANCA IV,4
PAZ E ESPERANCA II,4
DOCE MEL II,4
SIRLEY SALOMAO BOGARELLI,4
VO ZEFA,4
CAMINHO DOURADO II,4
ANGLICANA CRISTINA NARDINELLI,4
PATATIVA DO ASSARE,4
SABOR DE INFANCIA,4
MARY ANNE,4
ALERTA CRIANCA,4
VERA LUCIA,4
PEQUENOS DO BUTANTA III,4
MAE DO BOM CONSELHO,4
JARDIM DOS SONHOS,4
ESPACO DA COMUNIDADE II,4
ANA NERY,4
RECANTO INFANTIL COMUNITARIO DO PQ FIGUEIRA GRANDE,4
MARIA FLOR,4
PENTAGRAMA IV,4
CRIANDO HISTORIAS,4
SEMENTINHA DO APRENDER,4
IRMA LOUIS MARIE,4
ANJO AZUL,4
CRESCER E APRENDER II,4
PRISCILLA TELLES SIQUEIRA BALOTTA DE OLIVEIRA III,4
JARDIM JULIETA,4
JARDIM LEBLON,4
JARDIM CAMPOS,4
CANTINHO DA FABIANA,4
BALAO MAGICO,4
BOAVENTURA II,4
DESENHANDO O AMANHA,4
VOVO SEBASTIAO SIQUEIRA,4
CANTINHO DA TIA DORA,4
AMOR DE INFANCIA,4
RECANTO DA ALEGRIA I,4
PARQUE SAO DOMINGOS,4
SAO BENEDITO,4
LOURDINHA PINHEIRO,4
ACOLHENDO COM AMOR,4
CONSTRUINDO O AMANHA,4
VO NICE,4
ITAJUIBE,4
PEQUENOS DO BUTANTA V,4
MATRIARCA I,4
SEMEANDO O BEM,4
JARDIM MARISTELA,4
CORUJINHA III,4
SERELEPE,4
CONJUNTO HABITACIONAL ITAQUERA IV,4
CORUJINHA II,4
CABREUVAS,4
PROFESSOR SIDNEY,4
RANC III,4
EDUCAR,4
VALQUIRIA DO NASCIMENTO CAETANO,4
GENOVEVA DASCOLI,4
ALEGRIA DO SABER IV,4
PLENO VIVER IV,4
PEQUENO LUCCA,4
DOCE INFANCIA III,4
TERRITORIOS DO BRINCAR,4
PAULO SILAS,4
PINGO DE OURO,4
CANTINHO DO SABER,4
ONDACAIMA I,4
VENHA CONOSCO - UNIDADE VII,4
SEMEANDO O FUTURO,4
CANTINHO DA PAZ I,4
ADEMARIO SANTANA,4
SOL RADIANTE,4
MENINO JESUS JARDIM GRIMALDI,4
QUATRO PILARES DA EDUCACAO I,4
SEMENTINHA DA ESPERANCA,4
JARDIM VILA PEDROSO,4
CONSTRUINDO HORIZONTES,4
SAO JOSE OPERARIO II,4
JARDIM SAO CARLOS II,4
MEU SONHO ENCANTADO,4
SEMEANDO SABER,4
LUIS CARLOS ELO DE AMOR,4
VILA MONUMENTO,4
BETE SHALOM MORADA DA PAZ,4
CARRAO I,4
CIA DOS SONHOS VII,4
SOL FELIZ,4
ELITE,4
FAMILIA MONTE BELO,4
ANA PAULA ANDRADE,4
BETEL,4
THEREZINHA HELENA,4
DAMARIS CASTILHO III,4
FERNANDO FERNANDES,4
ASAS DA VIDA,4
MIGUEL ARCANJO,4
APRENDER E CRESCER,4
AVELINO DE CARVALHO,4
TIO BUBE,4
PARQUE CASA DE PEDRA,4
PACAEMBU,4
MARGARIDA BARROS HORTA,4
NICOLAI NICOLAEVICH KOCHERGIN,4
LEOZINHO,4
JOANNA DE ANGELIS,4
QUATRO PILARES DA EDUCACAO IV,4
PRIMEIRA INFANCIA,4
BOM PASTOR,4
VOVO JOSE,4
JARDIM CASTELO,4
ZION,4
CONSTRUINDO O SABER,4
MARILIA DE DIRCEU,4
BORBOLETAS DO AMANHA,4
NERIVALDO LEAL,4
CANTINHO DA TIA ISAURA,4
DANDINHA III,4
ESTRELINHAS ALEGRES,4
ANDRE DE ALMEIDA,4
SANTA CATARINA II,4
SILVIA COVAS,4
CARLOS EDUARDO BARRETO,4
INGRID VITORIA,4
VILA INGLESA,4
FRANCISCO YOSHIO,4
PRISCILLA TELLES SIQUEIRA BALOTTA DE OLIVEIRA IV,4
CIDADE A. E. CARVALHO II,4
JARDIM NORDESTE,4
VALENTES DE DEUS,4
PEQUENA GIOVANNA,4
JESUS REI,4
PESSACH,4
ESTRELINHAS DE DAVI,4
MARTA TERESINHA GODINHO,4
LAURA VICUNA,4
CORUJINHA ENCANTADA,4
ESPADINHA DE OURO,4
JARDIM DAS ACACIAS,4
CARINHO,4
JOAO PEDRO RODRIGUES,4
SANTA PAULA,4
ESPACO KAIROS TUPINIQUIM,4
CURUMIM,4
LUZIA BEZERRA II,4
MUNDO MAGICO,4
AMOR PERFEITO,4
BEM ME QUER,4
JARDIM NOVO HORIZONTE,4
ACAO SOCIAL LARGO 13 - ALMEIDA PRADO,4
PEDACINHO DO CEU II,4
LAR CRIANCA FELIZ,4
PRISCILLA TELLES SIQUEIRA BALOTTA DE OLIVEIRA X,4
AURINDO DOS SANTOS FREIRE,4
VILA IMPERIO,4
ELOHIM ADONAI,4
PITANGUEIRAS,4
NOITE ENCANTADA II,4
MORADA DO SOL,4
PEDRO E MARIA III,4
FIM DE SEMANA,4
PRINCESINHA,4
RECANTO DA ALEGRIA II,4
JARDIM DOS SABIAS,4
JARDIM SANTA MARIA,4
VOVO ALZIRA,4
SALVADOR LO TURCO,4
CACHOEIRA DE SAO BENEDITO,4
TURMINHA DA VILA,4
JARDIM SAO FRANCISCO,4
SONIA MARIA DOS ANJOS MARTINELLI,4
CRI-ACAO,4
MEU ABACATEIRO,4
SMILES,4
IGEVE GUAIANASES RABACAL,4
ALEM DO ARCO IRIS,4
NOVOS CAMINHOS,4
SAO DOMINGOS,4
BRINCANDO E APRENDENDO,4
VENHA CONOSCO IX,4
PEDRO E MARIA,4
MAE ZAZA - NUCLEO I,4
PRISCILLA TELLES SIQUEIRA BALOTTA DE OLIVEIRA VII,4
ALEGRIA E SABEDORIA II,4
KAUE MARQUES,4
PALMIRA DOS SANTOS ABRANTE,4
JARDIM DO CEDRO,4
JARDIM TANAY,4
HELENA DA SILVA TEIXEIRA,4
PARQUE GUARANI,4
MIGUEL AFONSO DE OLIVEIRA,4
VILA PENTEADO,4
TURMA DA MAFALDA,4
PARQUE REGINA,4
EMANUEL,4
MARIA JOSE DA SILVA SANTOS,4
FLAMBOYANT,4
VALE DO SOL,4
ZE COLMEIA,4
FLOR DE LIS,4
JEOVA RAFA III,4
DOCE SABER,4
NOVA VIDA,4
VICTOR HUGO DEPPMAN,4
ANA CLAUDINA DE CARVALHO FERRAZ DE CAMARGO,4
PEQUENAS ESTRELAS II,4
TABOR,4
PAULO COCHRANE SUPLICY,4
HOREBE,4
SER FELIZ,4
ABRINDO O SABER,4
CRESCER E APRENDER,4
JARDIM RINCAO,4
IZABEL CAROLINA,4
IGEVE GUAIANASES RUBI,4
YANNI,4
INFANCIA FELIZ,4
NOSSA SENHORA DA ANUNCIACAO,4
MUNDO DOS SONHOS II,4
ELON MACENA,4
AURORA BOREAL,4
VO NICE II,4
DIVINA GRACA,4
KADOSHI,4
CAMINHANDO PARA O FUTURO II,4
JARDIM TREMEMBE,4
MARIA AUXILIADORA DA SILVA,4
MARIA APARECIDA JERONIMO,4
EXTERNATO JAGUARE,4
BRISA ANDRADE,4
ANDRE LUIZ I G REGINALDO,4
MUNIR ABBUD,4
VILA CALU,4
JORGE CAMISA NOVA,4
VILA LIBANESA,4
ANIVALDO FERREIRA PADILHA,4
JARDIM DAS BORBOLETAS,4
VOVO LOURDES,4
CASA VERDE - WALTER ABRAHAO,4
LEAO DA TRIBO DE JUDA,4
SEMENTE DE ESPERANCA,4
MARIA AUXILIADORA,4
PARQUE FIGUEIRA GRANDE,4
FORCA E ACAO COMUNITARIA,4
CASA DE ISABEL C.E.I.,4
ESPACO VIDA CRIATIVA,4
ARARIPE,4
PASSOS DO FUTURO,4
LILA COVAS,4
PEQUENOS CONSTRUTORES DO FUTURO,4
JARDIM TEREZA,4
MANUEL RODRIGUES SANTIAGO,4
GOTA DE ESPERANCA II,4
SANTA HELENA,4
PRIMEIRO LAPIS II,4
NOITE ENCANTADA VI,4
AGAPE,4
ALEM DO HORIZONTE,4
LADY DAY,4
SAN FRANCESCO DE ASSISI,4
MARIA FERREIRA DA FONSECA,4
NOITE ENCANTADA V,4
ANA MARIA MACHADO,4
BRILHO DO SOL,4
ADAIL TINI DE ARAUJO,4
ESTRELA DO AMANHA,4
DAS OLIVEIRAS,4
JARDIM RODOLFO PIRANI,4
MARIAZINHA,4
ANTONIO JOAO DE MEDEIROS,4
FRATERNIDADE IRMA AMELIA,4
CRISTO REDENTOR,4
PARQUE CRUZEIRO DO SUL,4
HAYDEE BARRETO FERRARA,4
SEQUOIA,4
INDEPENDENCIA,4
JOAO FERNANDES I,4
SALESIANA DOMINGOS SAVIO,4
TIA SYLVINHA,4
REFERENCIAL,4
SAMARITANINHOS VI,4
APARECIDA DAS GRACAS SILVA ROSEIRA,4
CANTINHO PINHEIRINHO D AGUA,4
WILSON JOSE ABDALLA,4
RUTH ROCHA,4
PERUS I,4
JARDIM CLIMAX I,4
CASINHA DA TIA LORE,4
ITAQUERA I,4
TALITHA KUMI,4
MUNDINHO DOS TALENTOS,4
PRISCILLA TELLES SIQUEIRA BALOTTA DE OLIVEIRA VI,4
VOVO MARINA,4
ANA GONCALVES DE SOUZA,4
JUREMA,4
VENTURA BRANCO,4
SAO PAULO APOSTOLO,4
MULEQUE,4
SOL EMILIO DE OLIVEIRA,4
JARDIM VISTA ALEGRE,4
ROSEIRA II,4
JARDIM DAS MACAUBAS,4
VOVO PHILOMENA MENDES PRADO,4
ABELHA BELINHA,4
VILA SALETE,4
ELIZABETH DE SOUZA,4
SEMENTINHA DO BEM,4
EBENEZER,4
MACEDONIA,4
MEU GIRASSOL,4
ALEGRIA DO SABER,4
CEU E COR,4
FAZ DE CONTA,4
EFATA,4
FRANCESCO PERSIANI,4
CAMELIAS,4
CARDEAL MOTTA,4
VOVO JOAQUIM,4
CRI-ACAO II - ILHA BELA,4
JESUS REI III,4
JULIO FRANCISCO DE SOUZA III,4
UNIAO DE VILA NOVA,4
ITABERABA,4
GOTA DE ESPERANCA III,4
CIRANDINHA DAS ROSAS,4
SANTA PAULINA,4
MUNDO AZUL,4
CAFU,4
JARDIM GUAIRACA,4
IZABEL CRECHE,4
BRINCAR PARA CRESCER,4
PRINCESA MELISSA,4
VOVO ADELAIDE,4
INCONFIDENTES,4
DOCE MEL III,4
MUNDO FELIZ,4
JARDIM ITAGUACU,4
ELISABETH QUINELLO,4
JARDIM SAO VICENTE,4
VOVO OLINDA,4
ESTRELA BABY,4
RUGRATS OS ANJINHOS IX,4
SOLEDAD BARRET VIEDMA,4
MADRE PAULINA,4
MUNDO DE SOFIA,4
TURQUESINHAS,4
AGUA AZUL,4
ACOLHER II,4
EFRAIM,4
VO MARIA VENANCIO,4
JARDIM ECOLOGICO GUARAPIRANGA I,4
DESCOBRINDO TALENTOS,4
AUGUSTA CORDEIRO DA ROCHA,4
EMMANUEL,4
JARDIM DAMASCENO II,4
RIO DOCE,4
NOITE ENCANTADA III,4
FILADELFIA,4
LUZIA BEZERRA,4
GIRASSOL DE LUZ,4
TEREZINHA DE JESUS,4
CRIANCA NOSSO BEM MAIOR,4
SANTO ESTEVAO REI,4
RAQUEL DE QUEIROZ,4
PARQUE MARIA DOMITILA,4
LEONARDA SOARES ALVES,4
NOSSA SENHORA DAS DORES I,4
FUTURO DO AMANHA,4
GRAO DE ESPERANCA I,4
OLHAR DE CRIANCA,4
TIA EMMA,4
ANGLICANA JULIAN THOMAS - UN. III,4
PODER E QUERER,4
SONHO INFANTIL,4
ESPACO CRIANCA ELIAS ANTONIO ZOGBI,4
JULIO FRANCISCO DE SOUZA,4
ANJO GABRIEL NATALI,4
PINGUIM DE MOCHILA,4
NOSSA SENHORA DAS DORES II,4
NOSSA SENHORA DAS MERCES,4
ENCARNACAO GIMENEZ MARTINEZ LUCAS,4
JARDIM FUJIHARA,4
SAO SAVERIO,4
GIGI TOMAZELLI WIAZOWSKI,4
SHALLOM,4
ANTONIO ELPIDIO DA SILVA,4
ENEDINA DE SOUSA CARVALHO,4
MASCOTE II,4
JOANA ALVES II,4
ANJINHOS DE DULCE,4
SOCIAL BOM JESUS,4
SHADDAI II,4
SEMEAR PARA O FUTURO,4
TRANSFORMANDO VIDAS,4
CELIA PERES SUNHIGA,4
IGEVE GUAIANASES ALVORADA,4
MARIO CELESTINO TEIXEIRA,4
BERNARDO SANTANA,4
TEREZA ARAGAO,4
SEMEANDO ALEGRIA,4
ESPACO DA COMUNIDADE III,4
AS CORES DA INFANCIA,4
JUAN DIEGO,4
MARIA DE NAZARE,4
ANIBAL DI FRANCIA,4
FAZENDO ARTE,4
MARIO CALDANA,4
CRISTOVAO II,4
ISABELA,4
PAU BRASIL,4
JARDIM MILIUNAS,4
ESPACO FELIZ III,4
JARDIM DAS ARAUCARIAS,4
LOBATINHO,4
VITORIA,4
CORRE COTIA,4
NOVO SER,4
MARIA CLARA ALVES,4
PEQUENAS ESTRELAS I,4
MUNDINHO DO MATHEUS,4
CRESCENDO PARA BRILHAR,4
MARITEL,4
JARDIM BRASIL - PRESEPIO,4
GEORGE LIAN,4
CARMELINA PEREIRA DE BRITO,4
JARAGUA I,4
PEQUENA ISADORA,4
VILA MARIA ALTA,4
VOVO ANA,4
NOSSA SENHORA ASSUNCAO,4
VILA NOVA CACHOEIRINHA,4
MARIA DE LOURDES DA SILVA XAVIER,4
BOAVENTURA III,4
MARIA DA SILVA SANTOS,4
FRANCISCO RODRIGUES,4
CRIANCAS BRILHANTES,4
ELODI MARIA DAMACENA,4
LUZ,4
SEMENTINHA,4
FAMILIA JUDA,4
ANNALU,4
COLINHO DE MAMAE,4
YAHWE NISSI,4
VOVO MARIA JULIA,4
TIA TEINHA NERI,4
CLUBE DOS LEOEZINHOS,4
ESPACO DA CRIANCA II,4
MARINA VILLARES DA SILVA NOVAES,4
PIMPOLHINHO,4
CASA DA CRIANCA ST TEREZINHA,4
VO NICE I,4
NOSSA SENHORA MAGLAC,4
MUNDO DA ALEGRIA III,4
MUNDO DA ALEGRIA IV,4
SAO PEDRO,4
MARIA APARECIDA SICA MAE DOCA - UN I,4
VOVO DILEUZA,4
ALZIRA MENDES,4
ANTONIO CORREIA,4
MENSAGEM DE PAZ - FRANCESCO FORGIONE,4
EDUCARTE,4
JULIA E JR,4
FERNANDA,4
JOAO DE BARRO,4
ESTRELINHAS DO FUTURO III,4
MUNDO INFANTIL,4
PRISCILLA TELLES SIQUEIRA BALOTTA DE OLIVEIRA II,4
PIRAJUCARA,4
